cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription,naics
1375365,"Super Micro Computer, Inc.",operating,3571.0,Electronic Computers,06 Technology,0,1,SMCI,Nasdaq,770353939.0,,,,Large accelerated filer,630.0,CA,CA,408-503-8000,,980 ROCK AVENUE,,SAN JOSE,CA,95131,CA,980 ROCK AVENUE,,SAN JOSE,CA,95131,CA,{334111}
47217,HP INC,operating,3570.0,Computer & office Equipment,06 Technology,1,1,HPQ,NYSE,941081436.0,,,,Large accelerated filer,1031.0,DE,DE,6508571501,,1501 PAGE MILL ROAD,,PALO ALTO,CA,94304,CA,1501 PAGE MILL ROAD,,PALO ALTO,CA,94304,CA,"{334112, 334111}"
1701605,Baker Hughes Co,operating,3533.0,Oil & Gas Field Machinery & Equipment,06 Technology,1,1,BKR,Nasdaq,814403168.0,,,,Large accelerated filer,1231.0,DE,DE,713-439-8600,,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,TX,77079-1121,TX,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,TX,77079-1121,TX,{333132}
1158838,ADVANTEST CORP,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,0,"ATEYY,ADTTF","OTC,OTC",0.0,,,,Large Accelerated<br>Well Known Seasoned Issuer,1231.0,M0,Japan,81-3-3214-7500,,SHIN-MARUNOUCHI CENTER BUILDING,"1-6-2 MARUNOUCHI,","CHIYODA-KU, TOKYO 100-0005",M0,00000,Japan,SHIN-MARUNOUCHI CENTER BUILDING,"1-6-2 MARUNOUCHI,","CHIYODA-KU, TOKYO 100-0005",M0,00000,Japan,{334413}
1097864,ON SEMICONDUCTOR CORP,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,ON,Nasdaq,363840979.0,,,,Large accelerated filer,1231.0,DE,DE,6022446600,,5701 NORTH PIMA ROAD,,SCOTTSDALE,AZ,85250,AZ,5701 NORTH PIMA ROAD,,SCOTTSDALE,AZ,85250,AZ,{334413}
1524472,Xylem Inc.,operating,3561.0,Pumps & Pumping Equipment,06 Technology,0,1,XYL,NYSE,452080495.0,,,,Large accelerated filer,1231.0,IN,IN,202-869-9150,,301 WATER STREET SE,,WASHINGTON,DC,20003,DC,301 WATER STREET SE,,WASHINGTON,DC,20003,DC,{333914}
1123799,WIPRO LTD,other,7371.0,Services-Computer Programming Services,06 Technology,1,0,WIT,NYSE,0.0,,,,Large accelerated filer,331.0,,,91-80-2844-0011,,SURVEY #76P & #80P DODDAKANAHALLI VILLAG,VARTHUR HOBLI SARJAPUR RD BANGALORE,KARNATAKA,K7,560035,India,SURVEY #76P & #80P DODDAKANAHALLI VILLAG,VARTHUR HOBLI SARJAPUR RD BANGALORE,KARNATAKA,K7,560035,India,{541511}
718940,BCE INC,other,4813.0,Telephone Communications (No Radiotelephone),06 Technology,1,0,"BCE,BECEF,BCAEF,BCEFF,BCEIF,BCEPF,BCEXF,BCPPF","NYSE,OTC,OTC,OTC,OTC,OTC,OTC,OTC",0.0,,,,,1231.0,,,514-786-3891,,1 CARREFOUR ALEXANDER-GRAHAM-BELL,,VERDUN,A8,H3E 3B3,"Quebec, Canada",1 CARREFOUR ALEXANDER-GRAHAM-BELL,,VERDUN,A8,H3E 3B3,"Quebec, Canada","{517911, 517311}"
1393052,VEEVA SYSTEMS INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,VEEV,NYSE,208235463.0,,,,Large accelerated filer,131.0,DE,DE,925-452-6500,,4280 HACIENDA DRIVE,,PLEASANTON,CA,94588,CA,4280 HACIENDA DRIVE,,PLEASANTON,CA,94588,CA,"{511210, 334614}"
1038143,ORANGE,other,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,0,"ORAN,FNCTF","NYSE,OTC",999999999.0,,,,Large accelerated filer,1231.0,,,33144442222,,111 QUAI DU PRESIDENT ROOSEVELT,,ISSY-LES-MOULINEAUX,I0,92130,France,111 QUAI DU PRESIDENT ROOSEVELT,,ISSY-LES-MOULINEAUX,I0,92130,France,"{517911, 517311}"
1132924,CHUNGHWA TELECOM CO LTD,other,4812.0,Radiotelephone Communications,06 Technology,0,0,CHT,NYSE,0.0,,,,Large accelerated filer,,,,886223445488,,21 3 HSINYI RD SECTION 1,TAIPEI TAIWAN REPUBLIC OF CHINA,TAIPEI TAIWAN,F5,10048,"Taiwan, Province of China",21 3 HSINYI RD SECTION 1,TAIPEI TAIWAN REPUBLIC OF CHINAA,TAIPEI TAIWAN,F5,10048,"Taiwan, Province of China","{517312, 517911}"
1329099,"Baidu, Inc.",other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,"BIDU,BAIDF","Nasdaq,OTC",0.0,,,,Large accelerated filer,1231.0,E9,Cayman Islands,(86-10) 5992 8888,,"BAIDU CAMPUS, NO. 10 SHANGDI 10TH STREET",HAIDIAN DISTRICT,BEIJING,F4,100085,China,"BAIDU CAMPUS, NO. 10 SHANGDI 10TH STREET",HAIDIAN DISTRICT,BEIJING,F4,100085,China,"{518210, 541511}"
1674101,Vertiv Holdings Co,operating,3679.0,"Electronic Components, NEC",04 Manufacturing,0,1,VRT,NYSE,812376902.0,,,,Large accelerated filer,1231.0,DE,DE,(614) 888-0246,,505 N. CLEVELAND AVE.,,WESTERVILLE,OH,43082,OH,505 N. CLEVELAND AVE.,,WESTERVILLE,OH,43082,OH,"{334310, 334220, 334418, 334419, 334515}"
1024478,"ROCKWELL AUTOMATION, INC",operating,3829.0,"Measuring & Controlling Devices, NEC",08 Industrial Applications and Services,0,1,ROK,NYSE,251797617.0,,,,Large accelerated filer,930.0,DE,DE,414-382-2000,,1201 SOUTH 2ND STREET,,MILWAUKEE,WI,53204,WI,1201 SOUTH 2ND STREET,,MILWAUKEE,WI,53204,WI,"{339112, 334514, 334519}"
1713683,"Zscaler, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,ZS,Nasdaq,261173892.0,,,,Large accelerated filer,731.0,DE,DE,(408) 533-0288,,120 HOLGER WAY,,SAN JOSE,CA,95134,CA,120 HOLGER WAY,,SAN JOSE,CA,95134,CA,{541511}
1751008,AppLovin Corp,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,APP,Nasdaq,453264542.0,,,,Large accelerated filer,1231.0,DE,DE,(800) 839-9646,,1100 PAGE MILL RD,,PALO ALTO,CA,94304-1047,CA,1100 PAGE MILL RD,,PALO ALTO,CA,94304-1047,CA,"{518210, 541511}"
1013462,ANSYS INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,ANSS,Nasdaq,43219960.0,,,,Large accelerated filer,1231.0,DE,DE,8444626797,,"2600 ANSYS DRIVE, SOUTHPOINTE",,CANONSBURG,PA,15317,PA,"2600 ANSYS DRIVE, SOUTHPOINTE",,CANONSBURG,PA,15317,PA,"{511210, 334614}"
1477333,"Cloudflare, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,NET,NYSE,270805829.0,,,,Large accelerated filer,1231.0,DE,DE,888.993.5273,,101 TOWNSEND ST.,,SAN FRANCISCO,CA,94107,CA,101 TOWNSEND ST.,,SAN FRANCISCO,CA,94107,CA,"{511210, 334614}"
932787,STMicroelectronics N.V.,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,1,0,"STM,STMEF","NYSE,OTC",0.0,,,,Large accelerated filer,1231.0,P7,Netherlands,0031 20 654 3210,,WTC SCHIPHOL AIRPORT,SCHIPHOL BOULEVARD 265,SCHIPHOL AIRPORT,P7,1118BH,Netherlands,WTC SCHIPHOL AIRPORT,SCHIPHOL BOULEVARD 265,SCHIPHOL AIRPORT,P7,1118BH,Netherlands,{334413}
1002047,"NetApp, Inc.",operating,3572.0,Computer Storage Devices,06 Technology,0,1,NTAP,Nasdaq,770307520.0,,,,Large accelerated filer,426.0,CA,CA,4088226000,,3060 OLSEN DRIVE,,SAN JOSE,CA,95128,CA,3060 OLSEN DRIVE,,SAN JOSE,CA,95128,CA,{334112}
1967680,Veralto Corp,operating,3825.0,Instruments For Meas & Testing of  Electricity & Elec Signals,08 Industrial Applications and Services,0,1,VLTO,NYSE,921941413.0,,,,Non-accelerated filer,1231.0,X1,X1,7817553655,,225 WYMAN ST.,SUITE 250,WALTHAM,MA,02451,MA,225 WYMAN ST.,SUITE 250,WALTHAM,MA,02451,MA,"{334514, 334515}"
946581,TAKE TWO INTERACTIVE SOFTWARE INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,TTWO,Nasdaq,510350842.0,,,,Large accelerated filer,331.0,DE,DE,646 536 2842,,110 WEST 44TH STREET,,NEW YORK,NY,10036,NY,110 WEST 44TH STREET,,NEW YORK,NY,10036,NY,"{511210, 334614}"
1315098,Roblox Corp,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,RBLX,NYSE,200991664.0,,,,Large accelerated filer,1231.0,DE,DE,(888) 858-2569,,970 PARK PLACE,,SAN MATEO,CA,94403,CA,970 PARK PLACE,,SAN MATEO,CA,94403,CA,"{511210, 334614}"
1050446,MICROSTRATEGY Inc,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,MSTR,Nasdaq,510323571.0,,,,Large accelerated filer,1231.0,DE,DE,703-848-8600,,1850 TOWERS CRESCENT PLAZA,,TYSONS CORNER,VA,22182,VA,1850 TOWERS CRESCENT PLAZA,,TYSONS CORNER,VA,22182,VA,"{511210, 334614}"
814052,TELEFONICA S A,other,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,0,"TEF,TEFOF","NYSE,OTC",0.0,,,,Large accelerated filer,1231.0,U3,Spain,00 34 91 584 0640,,GRAN VIA 28,,28013 MADRID,U3,00000,Spain,GRAN VIA 28,,28013 MADRID,U3,00000,Spain,"{517911, 517311}"
839923,VODAFONE GROUP PUBLIC LTD CO,other,4812.0,Radiotelephone Communications,06 Technology,1,0,"VOD,VODPF","Nasdaq,OTC",0.0,,,,Large accelerated filer,331.0,,,011-44-1635-33251,,VODAFONE HOUSE,THE CONNECTION,"NEWBURY, BERKSHIRE",X0,RG14 2FN,United Kingdom,VODAFONE HOUSE,THE CONNECTION,"NEWBURY, BERKSHIRE",X0,RG14 2FN,United Kingdom,"{517312, 517911}"
1404655,HUBSPOT INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,HUBS,NYSE,0.0,,,,Large accelerated filer,1231.0,DE,DE,(888) 482-7768,,2 CANAL PARK,,CAMBRIDGE,MA,02141,MA,2 CANAL PARK,,CAMBRIDGE,MA,02141,MA,"{511210, 334614}"
1709048,GLOBALFOUNDRIES Inc.,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,0,GFS,Nasdaq,980604079.0,,,,Large accelerated filer,1231.0,E9,Cayman Islands,(518) 305-9013,,400 STONEBREAK ROAD EXTENSION,,MALTA,NY,12020,NY,400 STONEBREAK ROAD EXTENSION,,MALTA,NY,12020,NY,{334413}
860731,TYLER TECHNOLOGIES INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,TYL,NYSE,752303920.0,,,,Large accelerated filer,1231.0,DE,DE,9727133700,,5101 TENNYSON PKWY,,PLANO,TX,75024,TX,5101 TENNYSON PKWY,,PLANO,TX,75024,TX,"{511210, 334614}"
29905,DOVER Corp,operating,3530.0,"Construction, Mining & Materials Handling Machinery & Equip",06 Technology,1,1,DOV,NYSE,530257888.0,,,,Large accelerated filer,1231.0,DE,DE,(630) 541-1540,,3005 HIGHLAND PARKWAY,SUITE 200,DOWNERS GROVE,IL,60515,IL,3005 HIGHLAND PARKWAY,SUITE 200,DOWNERS GROVE,IL,60515,IL,{333131}
1645590,Hewlett Packard Enterprise Co,operating,3570.0,Computer & office Equipment,06 Technology,1,1,"HPE,HPE-PC","NYSE,NYSE",473298624.0,,,,Large accelerated filer,1031.0,DE,DE,678-259-9860,,1701 E MOSSY OAKS ROAD,,SPRING,TX,77389,TX,1701 E MOSSY OAKS ROAD,,SPRING,TX,77389,TX,"{334112, 334111}"
1659166,Fortive Corp,operating,3823.0,"Industrial Instruments For Measurement, Display, and Control",08 Industrial Applications and Services,1,1,FTV,NYSE,0.0,,,,Large accelerated filer,1231.0,DE,DE,(425) 446-5000,,6920 SEAWAY BLVD.,,EVERETT,WA,98203,WA,6920 SEAWAY BLVD.,,EVERETT,WA,98203,WA,{334513}
1274494,"FIRST SOLAR, INC.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,1,1,FSLR,Nasdaq,204623678.0,,,,Large accelerated filer,1231.0,DE,DE,(602) 414-9300,,350 WEST WASHINGTON STREET,SUITE 600,TEMPE,AZ,85288,AZ,350 WEST WASHINGTON STREET,SUITE 600,TEMPE,AZ,85288,AZ,{334413}
868675,TELUS CORP,other,4812.0,Radiotelephone Communications,06 Technology,0,0,TU,NYSE,980361292.0,,,,,1231.0,A1,"British Columbia, Canada",604-697-8044,,510 W. GEORGIA STREET,7TH FLOOR,VANCOUVER,A1,V6B 0M3,"British Columbia, Canada",510 W. GEORGIA STREET,7TH FLOOR,VANCOUVER,A1,V6B 0M3,"British Columbia, Canada","{517312, 517911}"
1601046,"Keysight Technologies, Inc.",operating,3823.0,"Industrial Instruments For Measurement, Display, and Control",08 Industrial Applications and Services,0,1,KEYS,NYSE,464254555.0,,,,Large accelerated filer,1031.0,DE,DE,8774244536,,1400 FOUNTAINGROVE PARKWAY,,SANTA ROSA,CA,95403,CA,1400 FOUNTAINGROVE PARKWAY,,SANTA ROSA,CA,95403,CA,{334513}
1609711,GoDaddy Inc.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,GDDY,NYSE,465769934.0,,,,Large accelerated filer,1231.0,DE,DE,(480) 505-8800,,100 S. MILL AVE,SUITE 1600,TEMPE,AZ,85281,AZ,100 S. MILL AVE,SUITE 1600,TEMPE,AZ,85281,AZ,{541512}
1033767,UNITED MICROELECTRONICS CORP,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,0,UMC,NYSE,0.0,,,,Large accelerated filer,1231.0,F5,"Taiwan, Province of China",886-2-2658-9168,,"8F, NO.68, SEC. 1, NEIHU RD.,",,TAIPEI,F5,11493,"Taiwan, Province of China","8F, NO.68, SEC. 1, NEIHU RD.,",,TAIPEI,F5,11493,"Taiwan, Province of China",{334413}
97210,"TERADYNE, INC",operating,3825.0,Instruments For Meas & Testing of  Electricity & Elec Signals,08 Industrial Applications and Services,0,1,TER,Nasdaq,42272148.0,,,,Large accelerated filer,1231.0,MA,MA,978-370-2700,,600 RIVERPARK DRIVE,,NORTH READING,MA,01864,MA,600 RIVERPARK DRIVE,,NORTH READING,MA,01864,MA,"{334514, 334515}"
1642896,Samsara Inc.,operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,IOT,NYSE,473100039.0,,,,Large accelerated filer,201.0,DE,DE,(415) 985-2400,,1 DE HARO STREET,,SAN FRANCISCO,CA,94107,CA,1 DE HARO STREET,,SAN FRANCISCO,CA,94107,CA,{541512}
1122411,"ASE Technology Holding Co., Ltd.",other,3674.0,Semiconductors & Related Devices,04 Manufacturing,1,0,ASX,NYSE,0.0,,,,Large accelerated filer,,,,886-7-361-7173,,26 CHIN THIRD ROAD,NANTZE EXPORT PROCESSING ZONE,KAOHSIUNG TAIWAN,F5,00000,"Taiwan, Province of China",26 CHIN THIRD ROAD,NANTZE EXPORT PROCESSING ZONE,KAOHSIUNG TAIWAN,F5,00000,"Taiwan, Province of China",{334413}
1137789,Seagate Technology Holdings plc,operating,3572.0,Computer Storage Devices,06 Technology,1,1,STX,Nasdaq,981597419.0,,,,Large accelerated filer,628.0,,,65 6412 5172,,121 WOODLANDS AVENUE 5,,SINGAPORE,U0,739009,Singapore,121 WOODLANDS AVENUE 5,,SINGAPORE,U0,739009,Singapore,{334112}
1506293,"PINTEREST, INC.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,PINS,NYSE,263607129.0,,,,Large accelerated filer,1231.0,DE,DE,4157627100,,651 BRANNAN STREET,,SAN FRANCISCO,CA,94107,CA,651 BRANNAN STREET,,SAN FRANCISCO,CA,94107,CA,"{518210, 541511}"
733099,ROGERS COMMUNICATIONS INC,other,4841.0,Cable & Other Pay Television Services,06 Technology,0,0,"RCI,RCIAF","NYSE,OTC",0.0,,,,,1231.0,,,4160353532,,333 BLOOR STREET EAST,10TH FLOOR,"TORONTO, ONTARIO",A6,M4W 1G9,"Ontario, Canada",333 BLOOR STREET EAST,10TH FLOOR,"TORONTO, ONTARIO",A6,M4W 1G9,"Ontario, Canada","{515210, 517311}"
106040,WESTERN DIGITAL CORP,operating,3572.0,Computer Storage Devices,06 Technology,0,1,WDC,Nasdaq,330956711.0,,,,Large accelerated filer,703.0,DE,DE,9496727000,,3355 MICHELSON DRIVE SUITE 100,,IRVINE,CA,92612,CA,5601 GREAT OAKS PARKWAY,,SAN JOSE,CA,95119,CA,{334112}
857005,PTC INC.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,PTC,Nasdaq,42866152.0,,,,Large accelerated filer,930.0,MA,MA,7813705000,,121 SEAPORT BOULEVARD,,BOSTON,MA,02210,MA,121 SEAPORT BOULEVARD,,BOSTON,MA,02210,MA,"{511210, 334614}"
1015922,CHECK POINT SOFTWARE TECHNOLOGIES LTD,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,CHKP,Nasdaq,943229135.0,,,,Large accelerated filer,1231.0,,,650-628-2000,,959 SKYWAY ROAD,SUITE 300,SAN CARLOS,CA,94070,CA,5 HA' SOLELIM STREET,,"TEL AVIV, ISRAEL",L3,67897,Israel,"{511210, 334614}"
1474432,"Pure Storage, Inc.",operating,3572.0,Computer Storage Devices,06 Technology,1,1,PSTG,NYSE,271069557.0,,,,Large accelerated filer,202.0,DE,DE,800-379-7873,,2555 AUGUSTINE DRIVE,,SANTA CLARA,CA,95054,CA,2555 AUGUSTINE DRIVE,,SANTA CLARA,CA,95054,CA,{334112}
1069202,LENNOX INTERNATIONAL INC,operating,3585.0,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,06 Technology,0,1,LII,NYSE,420991521.0,,,,Large accelerated filer,1231.0,DE,DE,972-497-5000,,2140 LAKE PARK BLVD,,RICHARDSON,TX,75080,TX,2140 LAKE PARK BLVD,,RICHARDSON,TX,75080,TX,{333415}
48898,HUBBELL INC,operating,3670.0,Electronic Components & Accessories,04 Manufacturing,0,1,HUBB,NYSE,60397030.0,,,,Large accelerated filer,1231.0,CT,CT,2037994100,,40 WATERVIEW DR,,SHELTON,CT,06484-1000,CT,40 WATERVIEW DR,,SHELTON,CT,06484-1000,CT,"{339940, 333318, 334519}"
1336920,"Leidos Holdings, Inc.",operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,1,1,LDOS,NYSE,203562868.0,,,,Large accelerated filer,103.0,,,571-526-6000,,1750 PRESIDENTS STREET,,RESTON,VA,20190,VA,1750 PRESIDENTS STREET,,RESTON,VA,20190,VA,{541512}
1001807,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,other,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,0,TLK,NYSE,999999999.0,,,,Large accelerated filer,1231.0,,,62-224527101,,JL. JAPATI 1,,BANDUNG,K8,40133,Indonesia,JL. JAPATI 1,,BANDUNG,K8,40133,Indonesia,"{517911, 517311}"
1441816,"MongoDB, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,MDB,Nasdaq,0.0,,,,Large accelerated filer,131.0,DE,DE,866-237-8815,,1633 BROADWAY,38TH FLOOR,NEW YORK,NY,10019,NY,1633 BROADWAY,38TH FLOOR,NEW YORK,NY,10019,NY,"{511210, 334614}"
1744676,Tencent Music Entertainment Group,other,4832.0,Radio Broadcasting Stations,06 Technology,0,0,"TME,TCMEF","NYSE,OTC",0.0,,,,Large accelerated filer,1231.0,E9,Cayman Islands,86 755 86013388,,"UNIT 3, BUILDING D, KEXING SCIENCE PARK","KEJIZHONGSAN AVENUE, HI-TECH PARK","NANSHAN DISTRICT, SHENZHEN",F4,518057,China,"UNIT 3, BUILDING D, KEXING SCIENCE PARK","KEJIZHONGSAN AVENUE, HI-TECH PARK","NANSHAN DISTRICT, SHENZHEN",F4,518057,China,"{515112, 515111}"
1437107,"Warner Bros. Discovery, Inc.",operating,4841.0,Cable & Other Pay Television Services,06 Technology,1,1,WBD,Nasdaq,352333914.0,,,,Large accelerated filer,1231.0,DE,DE,212-548-5555,,230 PARK AVENUE SOUTH,,NEW YORK,NY,10003,NY,230 PARK AVENUE SOUTH,,NEW YORK,NY,10003,NY,"{515210, 517311}"
1585521,"Zoom Video Communications, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,ZM,Nasdaq,611648780.0,,,,Large accelerated filer,131.0,DE,DE,(888) 799-9666,,"55 ALMADEN BOULEVARD, 6TH FLOOR",,SAN JOSE,CA,95113,CA,"55 ALMADEN BOULEVARD, 6TH FLOOR",,SAN JOSE,CA,95113,CA,"{518210, 541511}"
877212,ZEBRA TECHNOLOGIES CORP,operating,3560.0,General Industrial Machinery & Equipment,06 Technology,0,1,ZBRA,Nasdaq,362675536.0,,,,Large accelerated filer,1231.0,,,847-634-6700,,3 OVERLOOK POINT,,LINCOLNSHIRE,IL,60069,IL,3 OVERLOOK POINT,,LINCOLNSHIRE,IL,60069,IL,"{314999, 333414, 333999}"
1402436,SS&C Technologies Holdings Inc,operating,7372.0,Services-Prepackaged Software,06 Technology,1,1,SSNC,Nasdaq,710987913.0,,,,Large accelerated filer,1231.0,DE,DE,860-298-4500,,80 LAMBERTON RD,,WINDSOR,CT,06095,CT,80 LAMBERTON RD,,WINDSOR,CT,06095,CT,"{511210, 334614}"
1754301,Fox Corp,operating,4833.0,Television Broadcasting Stations,06 Technology,0,1,"FOXA,FOX","Nasdaq,Nasdaq",0.0,,,,Large accelerated filer,630.0,DE,DE,212.852.7000,,1211 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,NY,1211 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,NY,{515120}
1014473,VERISIGN INC/CA,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,VRSN,Nasdaq,943221585.0,,,,Large accelerated filer,1231.0,DE,DE,7039483200,,12061 BLUEMONT WAY,ATTN: GENERAL COUNSEL,RESTON,VA,20190,VA,12061 BLUEMONT WAY,ATTN: GENERAL COUNSEL,RESTON,VA,20190,VA,{541511}
4127,"SKYWORKS SOLUTIONS, INC.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,1,1,SWKS,Nasdaq,42302115.0,,,,Large accelerated filer,927.0,DE,DE,9492313000,,5260 CALIFORNIA AVENUE,,IRVINE,CA,92617,CA,5260 CALIFORNIA AVENUE,,IRVINE,CA,92617,CA,{334413}
1660134,"Okta, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,OKTA,Nasdaq,264175727.0,,,,Large accelerated filer,131.0,DE,DE,888-722-7871,,100 FIRST STREET,SUITE 600,SAN FRANCISCO,CA,94105,CA,100 FIRST STREET,SUITE 600,SAN FRANCISCO,CA,94105,CA,"{511210, 334614}"
1056696,MANHATTAN ASSOCIATES INC,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,MANH,Nasdaq,582373424.0,,,,Large accelerated filer,1231.0,GA,GA,7709557070,,2300 WINDY RIDGE PARKWAY TENTH FLOOR,,ATLANTA,GA,30339,GA,2300 WINDY RIDGE PARKWAY TENTH FLOOR,,ATLANTA,GA,30339,GA,"{511210, 334614}"
1463101,"Enphase Energy, Inc.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,ENPH,Nasdaq,204645388.0,,,,Large accelerated filer,1231.0,DE,DE,(707) 763-4784,,47281 BAYSIDE PARKWAY,,FREMONT,CA,94538,CA,47281 BAYSIDE PARKWAY,,FREMONT,CA,94538,CA,{334413}
1013237,FACTSET RESEARCH SYSTEMS INC,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,FDS,NYSE,133362547.0,,,,Large accelerated filer,831.0,DE,DE,2038101000,,45 GLOVER AVENUE,,NORWALK,CT,06850,CT,45 GLOVER AVENUE,,NORWALK,CT,06850,CT,"{518210, 541511}"
1066119,TELEFONICA BRASIL S.A.,other,4813.0,Telephone Communications (No Radiotelephone),06 Technology,0,0,VIV,NYSE,0.0,,,,Large accelerated filer,,,,55 11 3430-3687,,"AVENIDA ENGENHEIRO LUIS CARLOS BERRINI,","1376, CIDADE MONCOES",SAO PAULO-SP,D5,04571-936,Brazil,"AVENIDA ENGENHEIRO LUIS CARLOS BERRINI,","1376, CIDADE MONCOES",SAO PAULO-SP,D5,04571-936,Brazil,"{517911, 517311}"
849399,Gen Digital Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,1,1,GEN,Nasdaq,770181864.0,,,,Large accelerated filer,328.0,DE,DE,650-527-2900,,60 E RIO SALADO PARKWAY,SUITE 1000,TEMPE,AZ,85281,AZ,60 E RIO SALADO PARKWAY,SUITE 1000,TEMPE,AZ,85281,AZ,"{511210, 334614}"
1564408,Snap Inc,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,SNAP,NYSE,455452795.0,,,,Large accelerated filer,1231.0,DE,DE,(310) 399-3339,,3000 31ST STREET,,SANTA MONICA,CA,90405,CA,3000 31ST STREET,,SANTA MONICA,CA,90405,CA,"{518210, 541511}"
1031308,BENTLEY SYSTEMS INC,operating,7372.0,Services-Prepackaged Software,06 Technology,1,1,BSY,Nasdaq,953936623.0,,,,Large accelerated filer,1231.0,DE,DE,6104585000,,685 STOCKTON DRIVE,,EXTON,PA,19341,PA,685 STOCKTON DRIVE,,EXTON,PA,19341,PA,"{511210, 334614}"
832101,IDEX CORP /DE/,operating,3561.0,Pumps & Pumping Equipment,06 Technology,1,1,IEX,NYSE,363555336.0,,,,Large accelerated filer,1231.0,DE,DE,8474987070,,3100 SANDERS ROAD,SUITE 301,NORTHBROOK,IL,60062,IL,3100 SANDERS ROAD,SUITE 301,NORTHBROOK,IL,60062,IL,{333914}
1773383,"Dynatrace, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,DT,NYSE,0.0,,,,Large accelerated filer,331.0,,,781-530-1000,,"1601 TRAPELO ROAD, SUITE 116",,WALTHAM,MA,02451,MA,"1601 TRAPELO ROAD, SUITE 116",,WALTHAM,MA,02451,MA,"{511210, 334614}"
77360,PENTAIR plc,operating,3550.0,Special Industry Machinery (No Metalworking Machinery),06 Technology,0,1,PNR,NYSE,981050812.0,,,,Large accelerated filer,1231.0,L2,Ireland,763-545-1730,,C/O PENTAIR MANAGEMENT COMPANY,"5500 WAYZATA BLVD, SUITE 900",GOLDEN VALLEY,MN,55416,MN,"REGAL HOUSE, 70 LONDON ROAD",TWICKENHAM,LONDON,X0,TW13QS,United Kingdom,"{333242, 333249, 333318, 333111, 332410}"
1032975,LOGITECH INTERNATIONAL S.A.,operating,3577.0,"Computer Peripheral Equipment, NEC",06 Technology,0,1,LOGI,Nasdaq,0.0,,,,Large accelerated filer,331.0,,,5107958500,,3930 NORTH FIRST STREET,,SAN JOSE,CA,95134,CA,3930 NORTH FIRST STREET,C/O LOGITECH INC,SAN JOSE,CA,95134,CA,"{334418, 333316, 334613, 334118}"
